Month	New	Family	FNR	Cnt
2019-12	False	windows	0.2413793103448276	7
2019-12	False	ramnit	0.2222222222222222	4
2019-12	False	remotecode	0.2	1
2019-12	False	adware	0.005928853754940711	3
2019-12	False	cryxos	1.0	2
2019-12	False	packed	0.001558846453624318	2
2019-12	False	hiddad	0.009433962264150943	1
2020-01	False	ewind	1.0	1
2020-01	False	adware	0.08333333333333333	2
2020-01	False	hiddad	1.0	1
2020-01	False	execdownload	0.13043478260869565	3
2020-01	False	wapron	0.3333333333333333	1
2020-01	False	umpay	1.0	1
2020-01	False	syringe	1.0	1
2020-01	False	windows	1.0	1
2020-01	True	cimsci	1.0	1
2020-02	False	execdownload	0.19047619047619047	4
2020-02	False	adware	0.08	2
2020-02	False	boogr	1.0	2
2020-02	False	clicks	0.3333333333333333	2
2020-02	False	hiddad	0.03184713375796178	5
2020-02	False	fakeapp	0.25	1
2020-02	True	goldeneagle	1.0	1
2020-02	False	hiddapp	1.0	1
2020-02	True	glodeagl	1.0	1
2020-02	False	spyware	0.5	1
2020-02	True	congur	1.0	1
2020-03	False	infosteal	0.18181818181818182	4
2020-03	True	leadbolt	1.0	1
2020-03	False	fakeapp	0.8	4
2020-03	False	virtualapp	1.0	2
2020-03	False	styricka	0.1	1
2020-03	False	adware	0.08928571428571429	5
2020-03	False	hiddad	0.3333333333333333	1
2020-03	False	hypay	1.0	1
2020-03	False	booster	1.0	1
2020-03	False	boogr	0.5	1
2020-03	False	resharer	0.25	2
2020-03	False	execdownload	0.5714285714285714	4
2020-03	False	tool	0.5	1
2020-03	False	wapron	0.08333333333333333	1
2020-04	False	infosteal	0.16666666666666666	5
2020-04	True	fakeinst	1.0	1
2020-04	True	glodeagl	1.0	4
2020-04	False	adware	0.06666666666666667	2
2020-04	False	execdownload	0.29411764705882354	5
2020-04	True	goldeneagle	1.0	3
2020-04	False	resharer	0.14285714285714285	2
2020-04	False	spyware	0.3333333333333333	1
2020-04	False	hiddad	0.5	3
2020-04	False	clicks	0.25	1
2020-04	False	dnotua	0.5	1
2020-05	False	packed	0.03225806451612903	3
2020-05	False	adware	0.0875	7
2020-05	False	infosteal	0.7435897435897436	29
2020-05	False	boogr	0.5	1
2020-05	False	execdownload	0.7058823529411765	12
2020-05	True	cerberus	1.0	1
2020-05	True	mobilehunter	1.0	1
2020-05	False	smsreg	0.0625	1
2020-05	False	joker	1.0	1
2020-05	False	hqwar	1.0	8
2020-05	False	smforw	0.4	2
2020-05	True	fakeadblocker	1.0	1
2020-05	False	hiddad	0.5555555555555556	5
2020-05	False	resharer	0.2	1
2020-05	False	ewind	0.125	1
2020-06	False	joker	1.0	4
2020-06	True	fakeadblocker	1.0	4
2020-06	False	execdownload	0.1875	3
2020-06	False	hiddad	1.0	4
2020-06	False	jocker	1.0	11
2020-06	False	infosteal	0.14814814814814814	4
2020-06	True	vuad	1.0	1
2020-06	False	packed	0.08333333333333333	3
2020-06	False	smsreg	0.1	1
2020-06	False	boogr	1.0	2
2020-06	True	teddad	1.0	1
2020-06	False	blacklister	1.0	1
2020-06	False	resharer	0.3333333333333333	2
2020-06	False	wroba	1.0	1
2020-06	False	mobok	1.0	2
2020-06	False	smforw	0.6666666666666666	2
2020-06	False	ramnit	1.0	1
2020-06	False	adware	0.15789473684210525	3
2020-07	False	adware	0.7639751552795031	246
2020-07	False	ewind	1.0	20
2020-07	False	infosteal	0.23076923076923078	3
2020-07	False	jocker	1.0	2
2020-07	False	execdownload	0.23076923076923078	3
2020-07	False	fakeapp	1.0	1
2020-07	False	joker	1.0	2
2020-08	False	jocker	1.0	2
2020-08	False	infosteal	0.21052631578947367	4
2020-08	False	execdownload	0.5	9
2020-08	False	joker	1.0	4
2020-08	True	vuad	1.0	1
2020-08	False	blacklister	1.0	1
2020-08	False	adware	0.004819277108433735	2
2020-08	False	dnotua	1.0	1
2020-08	False	hqwar	0.6666666666666666	2
2020-09	False	hiddad	0.9651162790697675	83
2020-09	False	execdownload	0.19444444444444445	7
2020-09	False	linux	1.0	1
2020-09	False	adware	0.03529411764705882	3
2020-09	False	hqwar	0.3333333333333333	2
2020-09	False	smssend	1.0	1
2020-09	False	mobidash	1.0	4
2020-09	False	dnotua	1.0	1
2020-09	True	smsfactory	1.0	1
2020-09	False	resharer	0.5	1
2020-09	True	rogueware	1.0	2
2020-09	False	jocker	1.0	2
2020-09	False	joker	1.0	1
2020-09	True	mcalprotect	1.0	2
2020-09	False	infosteal	0.04	1
2020-09	True	teddad	1.0	1
2020-09	True	vmvol	1.0	1
2020-10	False	execdownload	0.5	23
2020-10	False	joker	1.0	3
2020-10	False	hqwar	1.0	18
2020-10	False	infosteal	0.8571428571428571	18
2020-10	True	fakecop	0.5	2
2020-10	False	brata	1.0	1
2020-10	False	adware	0.022727272727272728	1
2020-10	False	boogr	1.0	1
2020-10	True	multiple	1.0	1
2020-10	False	blacklister	1.0	1
2020-10	False	spyware	0.5	1
2020-11	False	ewind	1.0	7
2020-11	False	adware	0.9666666666666667	29
2020-11	False	execdownload	0.14035087719298245	8
2020-11	False	infosteal	0.3333333333333333	6
2020-11	True	fakecop	0.1	1
2020-11	False	joker	1.0	1
2020-12	True	geinimi	1.0	310
2020-12	False	packed	0.8181818181818182	9
2020-12	False	infosteal	0.23809523809523808	5
2020-12	False	execdownload	0.2222222222222222	2
2020-12	False	hiddad	1.0	2
2021-01	False	adware	0.9857954545454546	347
2021-01	True	kmin	1.0	1
2021-01	False	execdownload	0.3157894736842105	6
2021-01	False	unknown	1.0	1
2021-01	False	joker	1.0	1
2021-01	False	ewind	1.0	2
2021-01	True	geinimi	0.3	6
2021-01	True	droiddreamlight	0.25	2
2021-01	False	infosteal	0.07692307692307693	1
2021-01	True	droidkungfu	0.3333333333333333	1
2021-01	False	jocker	1.0	6
2021-01	False	packed	0.2	1
2021-01	False	blacklister	1.0	1
2021-02	False	infosteal	0.6666666666666666	8
2021-02	False	ransomware	1.0	1
2021-02	False	execdownload	0.8	4
2021-02	False	spyagent	1.0	1
2021-02	False	packed	0.3333333333333333	1
2021-02	False	jocker	1.0	1
2021-02	False	joker	0.5	1
2021-03	False	infosteal	0.8095238095238095	17
2021-03	False	packed	0.25	1
2021-03	True	gustuff	1.0	10
2021-03	False	clicks	1.0	1
2021-03	False	jocker	1.0	1
2021-03	False	fakeapp	1.0	1
2021-03	False	blacklister	1.0	1
2021-03	False	windows	1.0	1
2021-03	False	execdownload	0.07407407407407407	2
2021-03	False	joker	0.5	1
2021-03	False	spyware	0.3333333333333333	1
2021-04	False	packed	0.16666666666666666	1
2021-04	False	joker	1.0	2
2021-04	True	ibec	1.0	1
2021-04	False	execdownload	0.2857142857142857	4
2021-04	True	polph	0.5	2
2021-04	False	resharer	1.0	1
2021-05	True	fakedoc	1.0	1
2021-05	False	jocker	1.0	2
2021-05	False	infosteal	0.7777777777777778	21
2021-05	False	execdownload	0.42857142857142855	6
2021-05	False	server	1.0	6
2021-05	False	packed	0.3333333333333333	1
2021-05	False	boogr	1.0	1
